Date,Count
2018/02/05,99959
2018/02/06,109734
2018/02/07,95072
2018/02/08,101569
2018/02/09,89542
2018/02/10,77570
2018/02/11,75335
2018/02/12,83783
2018/02/13,73084
2018/02/14,72888
2018/02/15,74208
2018/02/16,74964
2018/02/17,69716
2018/02/18,62968
2018/02/19,69225
2018/02/20,75215
2018/02/21,69562
2018/02/22,66124
2018/02/23,62576
2018/02/24,56616
2018/02/25,63393
2018/02/26,66533
2018/02/27,64827
2018/02/28,68823
2018/03/01,61852
2018/03/02,61317
2018/03/03,61065
2018/03/04,60813
2018/03/05,60561
2018/03/06,60309
2018/03/07,60057
2018/03/08,59805
2018/03/09,59553
2018/03/10,59301
2018/03/11,59049
2018/03/12,58797
2018/03/13,58545
2018/03/14,58293
2018/03/15,58041
2018/03/16,57789
2018/03/17,57537
2018/03/18,57285
2018/03/19,57033
2018/03/20,56781
2018/03/21,56529
2018/03/22,56277
2018/03/23,56025
2018/03/24,55773
2018/03/25,55521
2018/03/26,55269
2018/03/27,55017
2018/03/28,54765
2018/03/29,54513
2018/03/30,54261
2018/03/31,54009
2018/04/01,53757
2018/04/02,53505
2018/04/03,53253
2018/04/04,53001
2018/04/05,52749
2018/04/06,52497
2018/04/07,52476
2018/04/08,52796
2018/04/09,59029
2018/04/10,59044
2018/04/11,61072
2018/04/12,68886
2018/04/13,64178
2018/04/14,50026
2018/04/15,52494
2018/04/16,56538
2018/04/17,56111
2018/04/18,56720
2018/04/19,57013
2018/04/20,57190
2018/04/21,56176
2018/04/22,59404
2018/04/23,59885
2018/04/24,67323
2018/04/25,65523
2018/04/26,64330
2018/04/27,55754
2018/04/28,49473
2018/04/29,46959
2018/04/30,49151
2018/05/01,49777
2018/05/02,48137
2018/05/03,50882
2018/05/04,57751
2018/05/05,50536
2018/05/06,47589
2018/05/07,53424
2018/05/08,52302
2018/05/09,54594
2018/05/10,53621
2018/05/11,55128
2018/05/12,48718
2018/05/13,46131
2018/05/14,52460
2018/05/15,50376
2018/05/16,49167
2018/05/17,47708
2018/05/18,46685
2018/05/19,40643
2018/05/20,41628
2018/05/21,44301
2018/05/22,44097
2018/05/23,49303
2018/05/24,46043
2018/05/25,42093
2018/05/26,38020
2018/05/27,43809
2018/05/28,44801
2018/05/29,46903
2018/05/30,51863
2018/05/31,47154
2018/06/01,45316
2018/06/02,41760
2018/06/03,41999
2018/06/04,46104
2018/06/05,46860
2018/06/06,45323
2018/06/07,48259
2018/06/08,46310
2018/06/09,38889
2018/06/10,40585
2018/06/11,45487
2018/06/12,46551
2018/06/13,51652
2018/06/14,47079
2018/06/15,39786
2018/06/16,36471
2018/06/17,37164
2018/06/18,46282
2018/06/19,45018
2018/06/20,41009
2018/06/21,38835
2018/06/22,41721
2018/06/23,36776
2018/06/24,36953
2018/06/25,42286
2018/06/26,43429
2018/06/27,40206
2018/06/28,41574
2018/06/29,41392
2018/06/30,35882
2018/07/01,32183
2018/07/02,40449
2018/07/03,43042
2018/07/04,40065
2018/07/05,38128
2018/07/06,38468
2018/07/07,32273
2018/07/08,31005
2018/07/09,37804
2018/07/10,39826
2018/07/11,39901
2018/07/12,39007
2018/07/13,37794
2018/07/14,30839
2018/07/15,32485
2018/07/16,41799
2018/07/17,45432
2018/07/18,42923
2018/07/19,39629
2018/07/20,38529
2018/07/21,33267
2018/07/22,32189
2018/07/23,39877
2018/07/24,48202
2018/07/25,41673
2018/07/26,39978
2018/07/27,37373
2018/07/28,31763
2018/07/29,32179
2018/07/30,37855
2018/07/31,38962
2018/08/01,39603
2018/08/02,37572
2018/08/03,39186
2018/08/04,33342
2018/08/05,30523
2018/08/06,35064
2018/08/07,34996
2018/08/08,36169
2018/08/09,34503
2018/08/10,34108
2018/08/11,29578
2018/08/12,28188
2018/08/13,31628
2018/08/14,36996
2018/08/15,35084
2018/08/16,33037
2018/08/17,32168
2018/08/18,27953
2018/08/19,26854
2018/08/20,33467
2018/08/21,33425
2018/08/22,32026
2018/08/23,33815
2018/08/24,29804
2018/08/25,26122
2018/08/26,23840
2018/08/27,28754
2018/08/28,33359
2018/08/29,31756
2018/08/30,31447
2018/08/31,32099
2018/09/01,30166
2018/09/02,29111
2018/09/03,34835
2018/09/04,35005
2018/09/05,35456
2018/09/06,37078
2018/09/07,33033
2018/09/08,28446
2018/09/09,30519
2018/09/10,33868
2018/09/11,32809
2018/09/12,29716
2018/09/13,32269
2018/09/14,31041
2018/09/15,27319
2018/09/16,26995
2018/09/17,31037
2018/09/18,30885
2018/09/19,31000
2018/09/20,32268
2018/09/21,34302
2018/09/22,27695
2018/09/23,29057
2018/09/24,32186
2018/09/25,33771
2018/09/26,32810
2018/09/27,31898
2018/09/28,29550
2018/09/29,28728
2018/09/30,27646
2018/10/01,31878
2018/10/02,31648
2018/10/03,31711
2018/10/04,34224
2018/10/05,34221
2018/10/06,29246
2018/10/07,28503
2018/10/08,37692
2018/10/09,35538
2018/10/10,33842
2018/10/11,32278
2018/10/12,28937
2018/10/13,27760
2018/10/14,28150
2018/10/15,35275
2018/10/16,35006
2018/10/17,33145
2018/10/18,30155
2018/10/19,28097
2018/10/20,23204
2018/10/21,22298
2018/10/22,30300
2018/10/23,30702
2018/10/24,29969
2018/10/25,25693
2018/10/26,25493
2018/10/27,20631
2018/10/28,20711
2018/10/29,26541
2018/10/30,25290
2018/10/31,33944
2018/11/01,31618
2018/11/02,22288
2018/11/03,18645
2018/11/04,24207
2018/11/05,23158
2018/11/06,25550
2018/11/07,24951
2018/11/08,24614
2018/11/09,25018
2018/11/10,20709
2018/11/11,18630
2018/11/12,23212
2018/11/13,25340
2018/11/14,34169
2018/11/15,30694
2018/11/16,28077
2018/11/17,23964
2018/11/18,21832
2018/11/19,39010
2018/11/20,36659
2018/11/21,30984
2018/11/22,27754
2018/11/23,26345
2018/11/24,22902
2018/11/25,26859
2018/11/26,29115
2018/11/27,29976
2018/11/28,29142
2018/11/29,28709
2018/11/30,25626
2018/12/01,26347
2018/12/02,21596
2018/12/03,27894
2018/12/04,25332
2018/12/05,27357
2018/12/06,25332
2018/12/07,28638
2018/12/08,22270
2018/12/09,23363
2018/12/10,22818
2018/12/11,22603
2018/12/12,21876
2018/12/13,21792
2018/12/14,24445
2018/12/15,18577
2018/12/16,19526
2018/12/17,24940
2018/12/18,25600
2018/12/19,26446
2018/12/20,24630
2018/12/21,22143
2018/12/22,17737
2018/12/23,17701
2018/12/24,21198
2018/12/25,18394
2018/12/26,19107
2018/12/27,19522
2018/12/28,20589
2018/12/29,19252
2018/12/30,18295
2018/12/31,18611
2019/01/01,17069
2019/01/02,18830
2019/01/03,26754
2019/01/04,21139
2019/01/05,20096
2019/01/06,18883
2019/01/07,20476
2019/01/08,19387
2019/01/09,21237
2019/01/10,20948
2019/01/11,19317
2019/01/12,16138
2019/01/13,16041
2019/01/14,19018
2019/01/15,18363
2019/01/16,18790
2019/01/17,21544
2019/01/18,19125
2019/01/19,16923
2019/01/20,17285
2019/01/21,18571
2019/01/22,18601
2019/01/23,19434
2019/01/24,19994
2019/01/25,17787
2019/01/26,16307
2019/01/27,14794
2019/01/28,19069
2019/01/29,19242
2019/01/30,19785
2019/01/31,20616
2019/02/01,14658
2019/02/02,15728
2019/02/03,15208
2019/02/04,18658
2019/02/05,19792
2019/02/06,20673
2019/02/07,18834
2019/02/08,20304
2019/02/09,18400
2019/02/10,15294
2019/02/11,17137
2019/02/12,18536
2019/02/13,19037
2019/02/14,20146
2019/02/15,17973
2019/02/16,14503
2019/02/17,15013
2019/02/18,20088
2019/02/19,20657
2019/02/20,19783
2019/02/21,18673
2019/02/22,18990
2019/02/23,17467
2019/02/24,19043
2019/02/25,18557
2019/02/26,18337
2019/02/27,17989
2019/02/28,17668
2019/03/01,16498
2019/03/02,14475
2019/03/03,14176
2019/03/04,17545
2019/03/05,18838
2019/03/06,18028
2019/03/07,18488
2019/03/08,17183
2019/03/09,17366
2019/03/10,15841
2019/03/11,18186
2019/03/12,19917
2019/03/13,18492
2019/03/14,20023
2019/03/15,20206
2019/03/16,17435
2019/03/17,15347
2019/03/18,18737
2019/03/19,18727
2019/03/20,19248
2019/03/21,19423
2019/03/22,1905
